X,Y,OBJECTID,TERM_ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,EXSTARS_I,OWNER,OPERATOR,POSREL,COMMODITY,CAPACITY,TRUCK_IN,TRUCK_OUT,PIPE_IN,PIPE_OUT,MARINE_IN,MARINE_OUT,RAIL_IN,RAIL_OUT,ASPHALT,CHEMICALS,PROPANE,BUTANE,REFINED,ETHANOL,BIODIESEL,CRUDE_OIL,JETFUEL,GASOLINE,DISTILLATE,AVGAS
-115.2319357,36.01758362,1273,ANLTK32012,LAS VEGAS,6400 WEST RICHMAR AVENUE,LAS VEGAS,NV,89139,NOT AVAILABLE,(702) 837-9995,ASPHALT TERMINAL,IN SERVICE,-999,CLARK,32003,USA,36.01758362,-115.2319357,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://ergonasphalt.com/,NONE,ERGON ASPHALT AND EMULSIONS,NOT AVAILABLE,WITHIN 40 FEET,ASPHALT,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-115.19164,36.08086,1274,ANLTK32013,ERGON ASPHALT & EMULSIONS INCORPORATED - LAS VEGAS,3901 W. PONDEROSA WAY,LAS VEGAS,NV,89118,3018,(702) 736-2059,ASPHALT TERMINAL,IN SERVICE,-999,CLARK,32003,USA,36.08086,-115.19164,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,EIA,2015/07/27 00:00:00+00,OTHER,2020/06/18 00:00:00+00,http://ergonasphalt.com/,NONE,ERGON ASPHALT AND EMULSIONS,NOT AVAILABLE,WITHIN 40 FEET,ASPHALT,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NO,YES,YES,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-114.9271323,36.37976743,1275,ANLTK32014,NORTH LAS VEGAS,13420 GRAND VALLEY PARKWAY,NORTH LAS VEGAS,NV,89165,NOT AVAILABLE,NOT AVAILABLE,BULK TERMINAL,IN SERVICE,-999,CLARK,32003,USA,36.37976743,-114.9271323,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://www.hollyenergy.com/,NONE,UNEV PIPELINE - HOLLY ENERGY PARTNERS,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL",300000,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NOT AVAILABLE
-119.9994763,39.65704,1276,ANLTK32015,KIVA ENERGY - LP TERMINAL LLC RENO,19975 SOUTH RENO PARK BOULEVARD,RENO,NV,89508,NOT AVAILABLE,(775) 972-7533,LPG TERMINAL,IN SERVICE,-999,WASHOE,32031,USA,39.65704,-119.9994763,424710,PETROLEUM BULK STATIONS AND TERMINALS,RIGHT-TO-KNOW NETWORK,2015/07/28 00:00:00+00,OTHER,2018/04/25 00:00:00+00,http://www.rtknet.org,NONE,KIVA ENERGY,KIVA ENERGY,WITHIN 40 FEET,REFINED,4703,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
-70.812964,43.113933,1277,ANLTK33002,SPRAGUE ENERGY - RIVER ROAD TERMINAL,"126 RIVER ROAD, 372 SHATTUCK WAY",NEWINGTON,NH,3801,NOT AVAILABLE,(603) 431-1000,MARINE TERMINAL,IN SERVICE,-999,ROCKINGHAM,33015,USA,43.113933,-70.812964,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/08 00:00:00+00,http://www.spragueenergy.com/,T-02-NH-1050,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, ASPHALT",968000,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-70.7687,43.090366,1278,ANLTK33004,IRVING OIL TERMINALS INCORPORATED,50 PREBLE WAY,PORTSMOUTH,NH,3801,NOT AVAILABLE,(603) 436-5147,MARINE TERMINAL,IN SERVICE,-999,ROCKINGHAM,33015,USA,43.090366,-70.7687,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/08 00:00:00+00,www.irvingoil.com,T-02-NH-1056,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",550000,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-70.78548345,43.09568352,1279,ANLTK33005,SPRAGUE ENERGY - PORTSMOUTH TERMINAL,290 GOSLING ROAD,PORTSMOUTH,NH,3801,NOT AVAILABLE,(603) 766-5546,MARINE TERMINAL,IN SERVICE,-999,ROCKINGHAM,33015,USA,43.09568352,-70.78548345,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.spragueenergy.com,T-02-NH-1054,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",331069,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-70.802544,43.104761,1280,ANLTK33006,"SEA-3, INCORPORATED",103 OLD DOVER RD,NEWINGTON,NH,3801,NOT AVAILABLE,(603) 436-6225,MARINE TERMINAL,IN SERVICE,-999,ROCKINGHAM,33015,USA,43.104761,-70.802544,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://www.cityofportsmouth.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",560000,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-70.8008758,43.10830473,1281,ANLTK33007,SPRAGUE ENERGY - AVERY TERMINAL,"78 PATTERSON LANE, 194 SHATTUCK WAY",NEWINGTON,NH,3801,NOT AVAILABLE,(603) 431-6000,MARINE TERMINAL,IN SERVICE,-999,ROCKINGHAM,33015,USA,43.10830473,-70.8008758,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://www.spragueenergy.com/,T-04-NH-1057,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,688870,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-74.250859,40.577826,1282,ANLTK34001,COLONIAL PIPELINE - LINDEN JUNCTION TANKS FARM,400 BLAIR ROAD,AVENEL,NJ,7001,NOT AVAILABLE,(732) 726-1331,BREAKOUT TANKS - PRODUCTS,IN SERVICE,-999,MIDDLESEX,34023,USA,40.577826,-74.250859,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.colpipe.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,0,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-74.101406,40.650972,1283,ANLTK34002,GORDON TERMINALS,2 HOOK ROAD,BAYONNE,NJ,7002,NOT AVAILABLE,NOT AVAILABLE,MARINE TERMINAL,IN SERVICE,-999,HUDSON,34017,USA,40.650972,-74.101406,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://www.gordonterminal.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,2712500,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-74.092895,40.652161,1284,ANLTK34003,"BUCKEYE TERMINALS, LLC - BAYONNE TERMINAL",420 HOOK ROAD,BAYONNE,NJ,7002,NOT AVAILABLE,(201) 437-1017,MARINE TERMINAL,IN SERVICE,-999,HUDSON,34017,USA,40.652161,-74.092895,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/10/04 00:00:00+00,http://www.buckeye.com,T-22-NJ-1500,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",140000,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
-74.109847,40.655704,1285,ANLTK34004,"IMTT - BAYONNE, NEW JERSEY",250 EAST 22ND STREET,BAYONNE,NJ,7002,NOT AVAILABLE,(201) 437-2200,MARINE TERMINAL,IN SERVICE,-999,HUDSON,34017,USA,40.655704,-74.109847,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/12 00:00:00+00,http://www.imtt.com/,T-22-NJ-1503,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, ASPHALT, CHEMICALS",16000000,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,YES,NOT AVAILABLE
-74.036023,40.877843,1286,ANLTK34005,HESS CORPORATION,238 WEST FORT LEE ROAD,BOGOTA,NJ,7603,NOT AVAILABLE,(201) 489-5100,MARINE TERMINAL,DISMANTLED,-999,BERGEN,34003,USA,40.877843,-74.036023,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/12 00:00:00+00,http://www.hess.com/,T-22-NJ-1505,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",210687,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-74.775412,40.056657,1287,ANLTK34006,INTERSTATE STORAGE AND PIPELINE CORPORATION,1715 BURLINGTON JACKSONVILLE,BORDENTOWN,NJ,8505,NOT AVAILABLE,(609) 267-9100,BULK TERMINAL,IN SERVICE,-999,BURLINGTON,34005,USA,40.056657,-74.775412,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/12 00:00:00+00,www.interstatespc.com/,T-22-NJ-1504,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,300000,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-74.224895,40.589651,1288,ANLTK34007,KINDER MORGAN LIQUIDS TERMINALS LLC - CARTERET TRUCK RACK,760 ROOSEVELT AVENUE,CARTERET,NJ,7008,NOT AVAILABLE,(732) 541-5131,MARINE TERMINAL,IN SERVICE,-999,MIDDLESEX,34023,USA,40.589651,-74.224895,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/12 00:00:00+00,www.bp.com,T-22-NJ-1506,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",1445000,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-74.211473,40.586222,1289,ANLTK34008,KINDER MORGAN LIQUIDS TERMINALS LLC - CARTERET (NY HARBOR) TERMINAL,78 LAFAYETTE STREET,CARTERET,NJ,7008,NOT AVAILABLE,(732) 541-5161,MARINE TERMINAL,IN SERVICE,-999,MIDDLESEX,34023,USA,40.586222,-74.211473,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/12 00:00:00+00,http://www.kindermorgan.com/,T-22-NJ-1507,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",7145701,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-73.980104,40.817805,1290,ANLTK34009,HESS CORPORATION,615 RIVER ROAD,EDGEWATER,NJ,7020,NOT AVAILABLE,(201) 945-5200,MARINE TERMINAL,DISMANTLED,-999,BERGEN,34003,USA,40.817805,-73.980104,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/12 00:00:00+00,http://www.hess.com/,T-22-NJ-1508,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",700000,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-74.189742,40.677866,1291,ANLTK34010,ALLIED AVIATION SERVICE,BUILDING 116 FUEL FARM ROAD,ELIZABETH,NJ,7201,NOT AVAILABLE,NOT AVAILABLE,AIRPORT TERMINAL,IN SERVICE,-999,UNION,34039,USA,40.677866,-74.189742,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/12 00:00:00+00,http://www.alliedaviation.com/,T-22-NJ-1532,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,575000,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-74.197126,40.640425,1292,ANLTK34011,NEW YORK TERMINALING L.L.C,534 SOUTH FRONT STREET,ELIZABETH,NJ,7202,NOT AVAILABLE,(908) 353-8933,MARINE TERMINAL,IN SERVICE,-999,UNION,34039,USA,40.640425,-74.197126,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,419000,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-74.85712302,40.49722634,1293,ANLTK34012,EXXON MOBIL,ROUTE 31 AND 202,FLEMINGTON,NJ,8822,NOT AVAILABLE,NOT AVAILABLE,BULK TERMINAL,IN SERVICE,-999,HUNTERDON,34019,USA,40.49722634,-74.85712302,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.exxonmobil.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,125000,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-75.129056,39.893435,1294,ANLTK34013,BKEP MATERIALS LLC - GLOUCESTER CITY,KING SREET AND JERSEY AVE,GLOUCESTER CITY,NJ,8030,NOT AVAILABLE,NOT AVAILABLE,MARINE TERMINAL,IN SERVICE,-999,CAMDEN,34007,USA,39.893435,-75.129056,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.fhr.com,NONE,BKEP MATERIALS LLC,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,780000,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-74.037295,40.868344,1295,ANLTK34014,EVER READY OIL CO,318-324 SOUTH RIVER STREET,HACKENSACK,NJ,7601,NOT AVAILABLE,NOT AVAILABLE,MARINE TERMINAL,IN SERVICE,-999,BERGEN,34003,USA,40.868344,-74.037295,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.ever-readyoil.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,70000,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-74.23796,40.61135,1296,ANLTK34015,BUCKEYE PIPELINE,2650 MARSHES ROCK ROAD,LINDEN,NJ,7036,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS - PRODUCTS,IN SERVICE,-999,UNION,34039,USA,40.61135,-74.23796,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://iaspub.epa.gov,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,0,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-74.221933,40.634566,1297,ANLTK34016,CONOCOPHILLIPS COMPANY - LINDEN,1100 US HIGHWAY ONE,LINDEN,NJ,7036,NOT AVAILABLE,(908) 523-5434,REFINERY TERMINAL,IN SERVICE,-999,UNION,34039,USA,40.634566,-74.221933,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/12 00:00:00+00,www.conocophillips.com,T-22-NJ-1514,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, CHEMICALS",8933000,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,YES,YES,NO,YES,NOT AVAILABLE
-74.237152,40.604687,1298,ANLTK34017,"GULF OIL, LIMITED PARTNERSHIP - LINDEN TERMINAL",2600 MARSHES DOCK ROAD,LINDEN,NJ,7036,NOT AVAILABLE,(908) 862-1250,BULK TERMINAL,IN SERVICE,-999,UNION,34039,USA,40.604687,-74.237152,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/06 00:00:00+00,www.gulfoil.com,T-22-NJ-1515,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",568374,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,YES,YES,NOT AVAILABLE
-74.237856,40.607991,1299,ANLTK34018,SUNOCO PIPELINE,1101 LOWER RD,LINDEN,NJ,7036,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS - PRODUCTS,IN SERVICE,-999,UNION,34039,USA,40.607991,-74.237856,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,0,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-74.93384,39.943857,1300,ANLTK34019,COLONIAL PIPELINE COMPANY,10 ELBO LANE,MOUNT LAUREL,NJ,8054,NOT AVAILABLE,(856) 235-6999,BREAKOUT TANKS - PRODUCTS,IN SERVICE,-999,BURLINGTON,34005,USA,39.943857,-74.93384,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.colpipe.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,175000,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,YES,YES,NOT AVAILABLE
-74.122765,40.729767,1301,ANLTK34020,AMERADA HESS CORPORATION,148-182 DOREMUS AVENUE,NEWARK,NJ,7105,NOT AVAILABLE,(973) 645-1006,MARINE TERMINAL,IN SERVICE,-999,HUDSON,34017,USA,40.729767,-74.122765,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://www.hess.com/,T-22-NJ-1518,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,100000,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-74.120838,40.729489,1302,ANLTK34021,GETTY TERMINALS CORPORATION,86 DOREMUS AVENUE,NEWARK,NJ,7105,NOT AVAILABLE,(973) 344-7860,MARINE TERMINAL,IN SERVICE,-999,HUDSON,34017,USA,40.729489,-74.120838,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://www.gettyoil.com/,T-22-NJ-1520,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",363400,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-74.122138,40.705377,1303,ANLTK34022,"BUCKEYE TERMINALS, LLC - NEWARK TERMINAL",1111 DELANCY STREET,NEWARK,NJ,7105,NOT AVAILABLE,(973) 589-0100,MARINE TERMINAL,IN SERVICE,-999,ESSEX,34013,USA,40.705377,-74.122138,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/10/31 00:00:00+00,www.buckeye.com,T-22-NJ-1502,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",611000,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,YES,YES,NOT AVAILABLE
-74.124109,40.708061,1304,ANLTK34023,MOTIVA ENTERPRISES LLC,909 DELANCY STREET,NEWARK,NJ,7105,NOT AVAILABLE,(973) 344-6815,MARINE TERMINAL,IN SERVICE,-999,ESSEX,34013,USA,40.708061,-74.124109,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/12 00:00:00+00,www.motivaenterprises.com,T-22-NJ-1521,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,1113000,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,YES,NOT AVAILABLE
-74.123921,40.70893,1305,ANLTK34024,CENTER POINT TERMINAL - NEWARK,678 DOREMUS AVENUE,NEWARK,NJ,7105,NOT AVAILABLE,(973) 589-8582,MARINE TERMINAL,IN SERVICE,-999,ESSEX,34013,USA,40.70893,-74.123921,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/10/31 00:00:00+00,www.worldpointlp.com,T-22-NJ-1522,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",1064000,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO
-74.124958,40.717212,1306,ANLTK34025,SUNOCO LOGISTICS PARTNERS - NEWARK TERMINAL,436 DOREMUS AVENUE,NEWARK,NJ,7105,NOT AVAILABLE,(973) 465-3200,MARINE TERMINAL,IN SERVICE,-999,ESSEX,34013,USA,40.717212,-74.124958,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/23 00:00:00+00,www.sunocologistics.com,T-22-NJ-1523,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",700000,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO
-75.249599,39.84439,1307,ANLTK34026,NUSTAR - PAULSBORO,7 N DELAWARE STREET,PAULSBORO,NJ,8066,NOT AVAILABLE,(856) 224-8303,MARINE TERMINAL,IN SERVICE,-999,GLOUCESTER,34015,USA,39.84439,-75.249599,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/12 00:00:00+00,http://nustarenergy.com,T-22-NJ-1526,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",90800,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-75.225224,39.845973,1308,ANLTK34027,NUSTAR ASPHALT REFINING LLC,4 PARADISE ROAD,PAULSBORO,NJ,8086,NOT AVAILABLE,(609) 224-7406,ASPHALT REFINERY,IN SERVICE,-999,GLOUCESTER,34015,USA,39.845973,-75.225224,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.nustarenergy.com,T-22-NJ-1549,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, ASPHALT",2215000,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,YES,NO,NO,YES,NOT AVAILABLE
-75.24892143,39.84835485,1309,ANLTK34028,PACIFIC ATLANTIC TERMINALS LLC,3RD STREET AND BILLINGSPORT ROAD,PAULSBORO,NJ,8066,NOT AVAILABLE,(856) 423-3432,MARINE TERMINAL,IN SERVICE,-999,GLOUCESTER,34015,USA,39.84835485,-75.24892143,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,https://www.plainsallamerican.com/,T-22-NJ-1525,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",1580000,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,YES,NOT AVAILABLE
